1,0.117596,1.241362,1.184036,0.815302,-0.158561,1.256483,1.193546,0.818486,-0.141965,0.879481,0.67001,0.40102,0.05222,1.204523,1.181239,0.758245,-0.151111,1.214967,1.187378,0.598708,-0.136658,1.01113,0.899623,0.761977,-0.085593,1.211546,1.251179,0.807707,-0.069968,1.21916,1.250463,0.597678,-0.054291,1.233342,1.262255,0.603258,1
2,-1.205362,-1.249654,-0.077532,0.444886,-0.895959,-0.447579,-0.78676,-0.554203,-0.364672,0.092157,-0.051291,-0.178503,-0.976988,-0.852379,-0.49864,0.124397,-0.668189,-0.836981,-0.487496,-0.084225,-0.656748,-0.343506,-0.176313,-0.234313,-0.748307,-0.981173,-0.614884,-0.192752,-0.736996,-0.969292,-0.844805,-0.40003,-0.725852,-0.344432,-0.594534,-0.183967,5
3,0.779075,0.148811,0.042617,-0.24303,0.800057,0.164136,0.05337,-0.448612,0.154978,-0.345245,-0.712483,-0.441923,0.713854,0.504301,-0.198662,-0.403809,0.735308,0.341798,-0.188412,-0.399425,0.160536,-0.343506,-0.355636,-0.181877,0.650756,-0.016376,-0.915862,-0.877277,0.671174,-0.006373,-0.425752,-0.662584,0.691889,0.356801,-0.175259,-0.236449,7
4,1.146564,0.585831,0.342991,0.021553,0.947536,0.601074,0.353416,0.02655,1.788164,1.010702,0.910444,0.40102,1.375487,0.810648,0.941256,0.230039,1.104649,1.214967,0.409758,0.230975,1.126416,1.01113,0.7203,0.237614,1.387105,0.860711,0.528832,0.28115,1.412317,1.044084,0.532085,0.282612,1.438068,1.058033,0.842981,0.130923,3
5,-0.764376,-1.16225,-0.137607,0.180303,-0.969698,-1.146681,-0.126658,0.184937,-0.735851,-1.132569,-0.111399,0.190284,-1.197532,-1.20249,-0.138666,0.388501,-0.668189,-1.186248,-0.367863,0.230975,-0.879643,-0.998975,-0.355636,-0.129441,-0.895577,-1.244299,-0.79547,-0.192752,-0.885225,-1.231906,-0.784941,-0.347519,-0.875088,-1.220973,-0.774223,-0.551339,5
6,-0.470385,-0.72523,-1.158877,-1.036778,-0.2323,-0.534967,-1.386853,-1.029365,-0.216201,-0.170284,-1.133242,-1.021446,-0.168324,-0.764851,-1.458571,-1.196119,-0.151111,-0.749664,-1.863286,-1.187424,0.160536,-0.430902,-1.431571,-1.178167,-0.159228,-0.367211,-1.277035,-0.929932,-0.144082,-0.181449,-1.0244,-1.082671,0.094945,-0.344432,-1.253394,-1.286082,4
7,-1.425855,-1.337058,-1.279026,-0.719279,-1.190918,-1.321457,-1.506872,-0.712591,-1.403973,-1.30753,-1.253459,-0.916079,-0.903473,-1.246254,-1.518567,-1.143298,-1.185267,-1.229907,-1.025849,-1.134891,-1.399733,-1.348558,-1.491346,-0.915985,-1.190116,-1.288154,-1.457622,-0.824621,-1.181682,-1.275675,-1.203994,-0.820117,-0.949706,-1.2648,-1.433084,-1.023674,5
8,-0.911371,-1.249654,-1.939848,-1.513027,-1.190918,-1.496232,-2.106965,-1.71571,-0.884323,-1.22005,-1.914651,-1.706338,-0.976988,-1.290018,-1.218588,-1.037657,-0.963662,-1.404541,-1.923103,-1.607691,-1.176837,-1.392256,-1.909765,-1.597658,-1.042846,-1.419717,-1.337231,-0.824621,-1.033453,-1.275675,-1.323724,-1.082671,-0.725852,-1.527763,-1.49298,-1.496009,5
9,-1.719846,-2.03629,1.184036,2.349882,-1.707096,-2.239028,1.193546,2.560745,-1.700916,-2.138594,1.210986,2.561062,-1.859166,-2.165295,1.481217,2.818251,-1.997817,-2.27771,1.486463,2.647507,-1.845523,-2.135121,1.198494,2.649684,-1.85283,-2.296804,1.251179,2.966593,-1.84871,-2.151056,1.908976,2.750625,-1.845121,-2.272822,1.561738,2.755006,2
10,-0.764376,-0.856336,0.042617,0.497802,-0.748479,-1.102987,0.293407,0.924077,-0.735851,-1.088829,0.30936,0.92786,-0.756443,-0.721087,-0.678627,-0.45663,-0.446584,-0.531371,-0.42768,-0.084225,-0.731046,-0.998975,-0.176313,0.499795,-1.484656,-1.419717,-0.79547,0.017871,-0.736996,-0.575371,-0.545481,-0.557562,-0.725852,-0.870357,-0.115362,0.393331,5
